Codigo,Pais,T_Ini,T_Fin,Dif_T,Freq_B,Freq_A,T_Max,Ener,Max_Ent,Max_Freq,Max_poder,Min_Entropia,Frecuenca_pico
ECU410,Ecuador ,6.129095289,6.676063074,0.547,1128.5,4918.2,6.287,106.8,5.108,1292,95.5,1.893,1292
ECU411,Ecuador ,6.702614908,7.23896196,0.536,998.3,4514,6.838,108.3,4.83,1378.1,94.9,2.062,1378.1
ECU412,Ecuador ,7.780619378,8.301035329,0.52,1085.1,5271.9,7.947,110.8,5.133,1550.4,99,2.068,1550.4
ECU413,Ecuador ,8.373068341,8.925346493,0.552,998.3,4918.2,8.458,106.2,5.022,1464.3,95.7,1.784,1464.3
ECU414,Ecuador ,8.978450161,9.424520976,0.446,1171.9,4682.4,9.154,105.8,5.029,1292,94.3,2.146,1292
ECU415,Ecuador ,9.647556384,10.2051449,0.558,1085.1,5406.6,9.839,111.9,5.1,1378.1,101.6,1.662,1378.1
ECU416,Ecuador ,10.25087191,10.83501226,0.584,1041.7,5086.6,10.432,110.1,5.028,1378.1,101,1.539,1378.1
ECU417,Ecuador ,11.66342949,12.07763811,0.414,0,5305.6,11.825,112,4.747,1378.1,102.5,1.599,1378.1
ECU418,Ecuador ,12.24225948,12.66177846,0.42,964.5,5103.5,12.341,109,4.943,1378.1,98.3,1.63,1378.1
ECU419,Ecuador ,12.69364066,13.10784927,0.414,1099.1,4581.3,12.8,100.4,5.042,1636.5,88,2.264,1636.5
ECU420,Ecuador ,13.4737049,14.05784525,1.868,1009.3,5423.5,13.63,111.3,4.974,1550.4,100.9,1.62,1550.4
ECU421,Ecuador ,14.08439708,14.63667523,0.739,1054.2,5036.1,14.17,106.5,4.889,1464.3,95.1,1.948,1464.3
ECU422,Ecuador ,14.86502101,15.39074733,1.053,1099.1,5238.2,15.081,112,4.905,1292,101.2,1.731,1292
ECU423,Ecuador ,15.95664446,16.413336,0.976,1076.6,4951.9,16.12,106.8,4.887,1292,97.6,1.914,1292
ECU424,Ecuador ,16.68416471,17.2629947,1.015,1099.1,5507.7,16.887,111.7,5.033,1636.5,99.5,1.844,1636.5
ECU425,Ecuador ,17.98668296,18.62923735,1.493,1121.5,5743.5,18.233,111.2,5.054,1464.3,100,2.034,1464.3
ECU426,Ecuador ,18.62923735,19.1337222,1.034,1143.9,5322.4,18.768,106.3,4.979,1378.1,93.3,1.824,1378.1
ECU427,Ecuador ,19.49482715,20.15331264,1.244,1076.6,5507.7,19.836,111.1,4.981,1292,99.8,1.972,1292
ECU428,Ecuador ,20.22765777,20.71621152,1.244,1050.4,5002.4,20.329,109.3,5.16,1378.1,98.8,1.434,1378.1
ECU429,Ecuador ,0.322515064,0.936334056,1.034,1215.4,5953.1,0.383,90.5,5.372,2842.4,77,2.259,2842.4
ECU430,Ecuador ,1.175619426,2.517698239,0.9,1302.2,5936.5,1.399,104.7,5.253,3445.3,93.6,1.796,3445.3
ECU431,Ecuador ,4.307136656,5.576389488,1.436,1258.8,7200.3,4.499,102.3,5.514,1636.5,88.6,1.654,1636.5
ECU432,Ecuador ,6.564742102,7.2721945,1.512,1041.7,6934.2,6.716,100.2,5.132,1636.5,88.8,1.796,1636.5
ECU433,Ecuador ,8.843154971,9.394551693,1.072,1215.4,7167,8.986,100.6,4.982,1636.5,90.2,1.886,1636.5
ECU434,Ecuador ,9.419354439,10.01236601,1.225,1171.9,6718.1,9.63,95.6,5.15,3014.6,81.8,1.645,3014.6
ECU435,Ecuador ,12.80056075,13.51841686,1.015,1085.1,7216.9,13.096,101.9,5.337,1636.5,91.7,1.8,1636.5
ECU436,Ecuador ,13.549628,14.18425441,0.995,1041.7,6751.3,13.572,97.1,5.251,3100.8,86.8,1.671,3100.8
ECU437,Ecuador ,15.87436192,16.50898834,1.206,1128.5,6335.6,15.952,102.5,5.132,1636.5,90.7,1.771,1636.5
ECU438,Ecuador ,16.51939205,16.96675165,1.129,998.3,6435.4,16.579,98.6,4.92,3100.8,86.8,1.939,3100.8
ECU439,Ecuador ,17.07078877,17.97591169,2.048,1085.1,6136.1,17.27,99.1,5.23,3014.6,90.5,1.506,3014.6
ECU440,Ecuador ,18.35044531,18.91224575,1.149,998.3,6385.5,18.431,105,5.3,1808.8,92.5,1.791,1808.8
ECU441,Ecuador ,18.94345688,19.73413897,1.187,1171.9,6136.1,19.168,96.4,5.265,2928.5,86.4,1.694,2928.5
ECU442,Ecuador ,20.09826888,20.98258438,0.995,1085.1,6119.4,20.445,104.1,5.409,1636.5,92.4,2.043,1636.5
ECU443,Ecuador ,21.0033918,21.66922936,1.129,1041.7,5870,21.072,94.7,5.235,3014.6,86.7,1.599,3014.6
ECU444,Ecuador ,22.76309509,23.79306255,1.038,1215.4,5753.6,22.965,103.3,5.397,1636.5,92.6,1.685,1636.5
ECU445,Ecuador ,24.42768896,25.59290468,1.153,1171.9,5587.3,24.59,104.4,4.904,1636.5,93.1,1.333,1636.5
